Date	Clock	Pressure	Temperature	dP	Std.OilFlowrate	WaterFlowrate	Std.GasFlowrate	Act.GasFlowrate	GOR(std)	Act.OilFlowrate	Act.Watercut	Std.Watercut	Act.GVF	Std.GVF	OilDensity	WaterDensity	GasDensity	Density	Permittivity	Conductivity	Act.OilMassRate	Act.WaterMassRate	Act.GasMassRate	Std.OilMassRate	Std.WaterMassRate	Std.GasMassRate	Std.AccumOilVol	AccumWaterVol	Std.AccumGasVol	Act.AccumOilVol	Act.AccumGasVol	
2010-09-13	00:00:00	211.079719	120.217642	561.168954	2037.372731	12.833489	1.030435	0.058847	506.015958	2235.200864	0.552267	0.605112	82.346386	98.907865	903.438000	1007.464567	13.700625	169.763183	1.245720	0.003648	13377.267386	85.649794	951.280250	12193.302278	86.545608	1197.419564	983.549164	84.344296	0.475080	1079.811788	0.023857	
2010-09-13	00:01:00	210.641598	120.228235	551.831809	2088.763660	4.261884	1.033228	0.058797	494.652187	2291.547565	0.183966	0.201777	82.015579	98.869022	903.438000	1007.464092	13.704080	161.478984	1.160020	0.003648	13714.492061	28.443682	950.037730	12500.867564	28.741001	1200.665292	985.008459	84.351224	0.475807	1081.412745	0.023899	
2010-09-13	00:02:00	210.864928	120.221883	552.369657	2046.687817	2.634704	1.041581	0.059519	509.040113	2245.450539	0.119468	0.131026	82.502404	98.907325	903.438000	1007.469328	13.707758	167.123483	1.213597	0.003648	13438.609813	17.584066	962.620430	12249.051357	17.767738	1210.371630	986.459517	84.358867	0.476513	1083.004648	0.023939	
2010-09-13	00:03:00	211.035438	120.236852	553.177718	2061.228374	26.660491	1.051515	0.059719	510.143055	2250.952092	1.158533	1.208441	82.341145	98.897118	903.438000	1007.462009	13.707705	170.290235	1.265373	0.003648	13534.094247	169.771688	972.215896	12336.073928	171.547597	1221.916069	987.874697	84.366664	0.477232	1084.422893	0.023977	
2010-09-13	00:04:00	210.002748	120.232128	563.178904	2108.230421	11.578444	1.032390	0.058503	489.657508	2230.642136	0.516930	0.283449	82.288133	98.862761	903.438000	1007.463119	13.690452	215.579949	1.260975	0.003648	13842.177989	39.644584	947.506963	12617.372560	40.059189	1199.691289	989.323588	84.374481	0.477962	1086.009813	0.024018	
2010-09-13	00:05:00	210.718432	120.229361	560.046525	2076.433716	0.044288	1.048385	0.058121	504.823437	2199.447491	0.002143	0.001107	82.475531	98.900205	903.438000	1007.462746	13.696285	183.656344	1.231700	0.003648	13633.591382	0.155127	967.562287	12427.075110	0.156750	1218.278800	990.297725	84.374567	0.478449	1087.070288	0.024046	
2010-09-13	00:06:00	209.471085	120.239412	540.428111	1947.327294	3.061690	0.973472	0.055661	499.949559	2136.208154	0.148397	0.158586	82.254838	98.792864	903.438000	1007.464557	13.670379	207.227210	1.208417	0.003648	13617.074664	286.853326	886.955079	12412.718200	289.853875	1131.954053	992.077792	84.386511	0.479314	1089.168261	0.024099	
2010-09-13	00:07:00	210.078930	120.212247	551.543557	2012.011417	29.179512	0.983356	0.055922	488.490985	2207.241776	1.339704	1.465149	81.646512	98.799061	903.438000	1007.467176	13.677928	199.439614	1.230404	0.003648	13267.430175	281.960537	894.146738	12094.090418	284.908305	1134.874046	993.539443	84.407392	0.480010	1090.771759	0.024138	
2010-09-13	00:08:00	210.703934	120.201227	540.223949	2070.909660	4.067485	1.004333	0.057012	487.484610	2271.880665	0.162160	0.177820	81.692873	98.843168	903.438000	1007.473880	13.672097	157.961900	1.195791	0.003648	13596.789270	27.146672	920.111475	12394.014650	27.430027	1167.087646	994.990642	84.416355	0.480709	1092.363758	0.024178	
2010-09-13	00:09:00	210.252843	120.200808	555.162148	2079.919719	30.473557	1.008507	0.057278	484.783897	2281.727429	1.341581	1.468051	81.513765	98.824437	903.438000	1007.473425	13.672664	178.908513	1.243613	0.003648	13369.829955	386.782405	894.387809	12187.545273	390.824263	1136.516456	996.448970	84.434695	0.481404	1093.963576	0.024217	
